"extension","keyword","description","parms_form","answer_form","n_fields"
"fire","SVImages","Set the number of frames (images) showing the fire progression when the base model SVS keyword is used.  Each frame corresponds to one "".svs"" file.  Fire progressions are generated for each prescribed and wild fire but not for fuel treatments even when the treatment includes the use of fire.","SVImages  !1,10!","",1
"mist","MisTable","Produce detailed species/DBH class tables.  These detailed tables may be produced for any species that is affected by dwarf mistletoe at time of report generation.","* MisTable fields: Year, species
MisTable  !1,10!!2,10,speciesCode!\n","MisTable  !1,10!!2,10,speciesCode!\n",3
"mist","MistGMod","Alter model-based effects dwarf mistletoe has on tree diameter growth. The mistletoe model contains a function that reduces normal growth by a proportion for each mistletoe rating value. You can replace this relationship with your own estimates of growth reduction by DMR.","* MistGMod fields: Year, Species
* Multipliers for DMRs 1 thru 6 on supplemental record
MistGMod  !1,10!!2,10,speciesCode!
!3!  !4!  !5!  !6!  !7!  !8!\n","MistGMod  !1,10!!2,10,speciesCode!
!3!  !4!  !5!  !6!  !7!  !8!\n",8
"mist","MistHMod","****  This option is only in effect if the keyword is used.  **** MistHMod alters tree height growth effects of dwarf mistletoe. The mistletoe model contains functions that reduce normal diameter growths by proportions based on dwarf mistletoe rating (DMR) values, which in turn indirectly impacts the height growths of the infected trees. The indirect height growth impact may be less severe than trees actually experience. With the MistHMod keyword, you can specify more severe height growth impacts by species and DMR. The default values shown in this keyword screen are based on a study of Douglas-fir dwarf mistletoe by Katy Mallams, USFS Region 6, 2007. As you adjust the height growth impacts, keep in mind that the impact added by this keyword will be in addition the indirect height growth reduction caused by the reduced diameter growth.","* MistHMod fields: Year, Species
* Multipliers for DMRs 1 thru 6 on supplemental record
MistHMod  !1,10!!2,10,speciesCode!
!3!  !4!  !5!  !6!  !7!  !8!\n","MistHMod  !1,10!!2,10,speciesCode!
!3!  !4!  !5!  !6!  !7!  !8!\n",8
"mist","MistMort","Alter the tree mortality rates due to dwarf mistletoe by supplying a multiplier used to scale the rates used by the Dwarf Mistletoe Model.","* MistMort fields: Year, Species, Multiplier
MistMort  !1,10!!2,10,speciesCode!!3,10!\n","MistMort  !1,10!!2,10,speciesCode!!3,10!\n",4
"mist","MistMult","Alter spread and intensification probabilities","* MistMult fields: Year, Species, Prob Incr DMR, Prob Decr DMR
MistMult  !1,10!!2,10,speciesCode!!3,10!!4,10!\n","MistMult  !1,10!!2,10,speciesCode!!3,10!!4,10!\n",4
"mist","MistPInf","Automatically introduce infections to a portion of trees in the stand that were not already infected.  Multiple MistPInf keywords can be used in a single keyword set.","","MistPInf  !1,10!!2,10,speciesCode!!3,10!!4,10,numbers!!5,10!\n",5
"mist","MistPref","Alter cutting preference of infected trees.  Different preferences can be specified for each tree species.","* MistPref fields: Year, Species, 
* Multipliers for DMRs 1 thru 6 on supplemental record
MistPref  !1,10!!2,10,speciesCode!
!3!  !4!  !5!  !6!  !7!  !8!\n","MistPref  !1,10!!2,10,speciesCode!
!3!  !4!  !5!  !6!  !7!  !8!\n",8
"organon","INPFile","Reads-in the ORGANON *.inp text file","","INPFile
!1!",1
"organon","OSUBFVOL","This keyword is used to change the merchanibility limits for the ORGANON OSU board foot volume equations","","OSUBFVOL  !1,10!!2,10!!3,10!!4,10!!5,10!",5
"organon","OSUCFVOL","This keyword is used to change the merchanibility limits for the ORGANON OSU cubic foot volume equations","","OSUCFVOL  !1,10!!2,10!!3,10!",3
"organon","ORGOFF","Switches off the ORGANON growth and mortality component, and runs the model using only the FVS equations.","","ORGOFF",0
"phewrd3","BBClear","","","BBClear",1
"phewrd3","BBOut","","","BBOut",1
"phewrd3","BBType1","Specify a type 1 bark beetle outbreak.  A beetle outbreak of type 1 occurs when the density and diameter of trees of a given species exceed user-defined minimums;  at this point both root disease infected and uninfected trees in the stand may potentially be killed. Examples of type 1 bark beetles are mountain pine beetle (Dendroctonus ponderosae) on lodgepole pine and western pine beetle (D. brevicomis) on ponderosa pine.","","BBType1   !1,10!!3,10!!4,10!!5,10!!6,10!!2,10!",6
"phewrd3","BBType2","Specify a type 2 bark beetle outbreak.  A beetle outbreak of type 2 occurs when the number of windfallen trees/acre exceeds a user-defined minimum;  at this point both root disease infected and uninfected trees in the stand may potentially be killed. An example of a type 2 bark beetle is the Douglas-fir beetle (D. psuedotsugae) on Douglas-fir.","","BBType2   !1,10!!3,10!!4,10!!5,10!!6,10!!2,10!",6
"phewrd3","BBType3","Specify a type 3 bark beetle outbreak.  A beetle outbreak of type 3 occurs when the density of trees of a given species with a sufficient proportion of their root systems infected exceeds a user-defined minimum; at this point only trees infected by root disease may potentially be killed. An example of a type 3 bark beetle is fir engraver (Scolytus ventralis) on grand fir.","","BBType3   !1,10!!3,10!!4,10!!5,10!!6,10!!2,10!!7,10!",7
"phewrd3","BBType4","Specify a type 4 bark beetle outbreak.  A beetle outbreak of type 4 occurs when the density of trees of a given species with a sufficient proportion of their root systems infected exceeds a user-defined minimum; at this point trees infected or not infected by root disease may potentially be killed. An example of a type 4 bark beetle is mountain pine beetle on ponderosa pine (Dendroctonus ponderosae).","","BBType4   !1,10!!3,10!!4,10!!5,10!!6,10!!2,10!!7,10!
!8,10!!9,10!!10,10!",10
"phewrd3","DNSCalc","Alters the method by which the outbreak stand density threshold is computed for bark beetle type 1.  The default outbreak density is calculated by determining the trees/acre of all trees that exceed a user-defined minimum DBH. Note: If the SDI method is used to calculate the outbreak density threshod, then field 3 of the BBType1 keyword is no longer used for tree density calculation, but is still used to deternime which trees are subject to beetle attack.","DNSCalc   !1,10!!2,10!!3,10!!4,10!","",4
"phewrd3","InfColo","Modifies the proportion of root system which is colonized after death. The spread of root disease is assumed to reach a maximum amount within 5 years of tree death.","","InfColo   !1,10!!2,10!         4",2
"phewrd3","InfKill","Modify the proportion of the root system that must be infected before tree death occurs.","","InfKill            4!1,10!!2,10!",2
"phewrd3","InfMult","Change the probability of root disease transmission","","InfMult   !1,10!         4!2,10!!3,10!",3
"phewrd3","InfSims","Change the number of times to simulate the inside-center infection dynamics.  Print results of inside-center simulation.","","InfSims   !1,10!!2,10!        25
Open              25         0         3       132
!3!",3
"phewrd3","InocLife","Changes the default rate and patterns of decay of the inoculum in the infected roots of dead stumps and trees. An example for a 12 inch DBH infected dead tree (stump) using the default values above for both P-Type and S-Type Annosus root disease is: Annual decay rate of 1.2474 feet (decay = F1 * radius + F2 = 0.02212 * 2.0004 + 1.2032 = 1.2474) Root radius decay stalls at 2.0004 feet (radius = F3 *dbh + F4 = 0.1667 * 12 + 0.0 = 2.0004) Inoculum remains in stalled root radius for 24 years (years = F5 * dbh + F6 = 2.0 * 12 + 0.0 = 24.0) Stump and dead tree infected root system information is stored (and decayed) in five DBH size classes (upper boundaries of: 12"", 24"", 48"",  100"", >100"").","","InocLife  !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!         4",6
"phewrd3","InocSpan","Specify the minimum life span of inoculum for Laminated root rot.","","InocSpan                                !1,10!",1
"phewrd3","PlotInf","Identifies which sub-plots are inside Laminated root rot centers, and specifies the proportion of the trees in each plot which are infected.","","PlotInf            4
!1,4!!2,5!
!3,4!!4,5!
!5,4!!6,5!
!7,4!!8,5!
!9,4!!10,5!
!11,4!!12,5!
!13,4!!14,5!
!15,4!!16,5!
!17,4!!18,5!
!19,4!!20,5!
!21,4!!22,5!",22
"phewrd3","PlRead","","","PlRead             4
!1,4!
!2,4!
!3,4!
!4,4!
!5,4!
!6,4!
!7,4!
!8,4!
!9,4!
!10,4!
!11,4!",11
"phewrd3","PStump","Specify a stump pushing management action","PStump    !1,10!!2,10!!3,10!","",3
"phewrd3","RRComp","Modify the maximum size of the tree list.  Compression (of the tree list) will occur whenever the tree list length is about to exceed the user defined maximum or automatically at the default size (500).","RRComp    !1,10!","",1
"phewrd3","RREcho","Instructs the model to print machine readable output of the Root Disease Summary Table.","","Open              24         0         3       132
!1!
RREcho            24",1
"phewrd3","RRInit","Specifies the configuration of root disease centers.","","RRInit    !1,10!!2,10!!3,10!!4,10!!5,10!!6,10!         4",6
"phewrd3","RRJump","Specify the extent to which root disease centers will expand through uninfected trees when the stand is thinned or clearcut.","","RRJump                                  !1,10!",1
"phewrd3","RRMinK","Change the time-to-death value (time from root infection until death of the tree) below which multipliers entered with the TTDMult keyword will not influence mortality.","","RRMink                                  !1,10!",1
"phewrd3","RSeed","Change the random number generator seed value.","RSeed     !1,10!","",1
"phewrd3","SArea","Specify the stand area to be simulated.","SArea     !1,10!","",1
"phewrd3","SDIRMult","Modifies the calculation of root radius based on SDI.  The root radius is multiplied by a value between 0.5 and 1.5 that is calculate from a function of SDI.","SDIRMult  !1,10!!2,10!","",2
"phewrd3","SMCOut","Instructs the model to write a table of root disease center spread rates from the Monte Carlo Simulation to a seperate file.","","SMCout            26
Open              26         0         3       132
!1!",1
"phewrd3","Spread","Specify the type of spread model to be simulated","","Spread    !1,10!!2,10!!3,10!          !4,10!         4",4
"phewrd3","STRead","Initialize stumps within root disease areas of the stand.  These stumps will serve as inoculum sources from which infection will spread.","","STRead    !1,10!!2,10,classes!!3,10!         4!4,10!",4
"phewrd3","TDistn","Specify the type of spatial distribution in the stand","TDistn    !1,10!!2,10!!3,10!","",3
"phewrd3","TimeDead","Changes the time since death for dead infected trees and stumps in the inventory.","TimeDead  !1,10!!2,10!!3,10!!4,10!!5,10!","",5
"phewrd3","TTDMult","Change the time-to-death (time from root infection to death of the tree) multipliers for root disease mortality.","","TTDMult   !1,10!         4!2,10!!3,10!",3
"phewrd3","WindThr","Specify a windthrow event.","WindThr   !1,10!!2,10!!3,10!","",3
